image_name,condition,pilling,smell,color,type
6bddda0d-acfe-42cc-ba14-f727083c8e2e.jpg,3,3,TRUE,White,top
14e7230c-2b5c-4695-8f0d-f1652d6ab10d.jpg,3,4,TRUE,Pink,bottom
abd583e2-7edf-41ff-8ba2-cc31048f773b.jpg,3,5,TRUE,Blue,bottom
e2ec604b-f6aa-4084-9501-d75a3d32ea04.jpg,3,3,FALSE,Gray,top
981c301f-74c3-478c-b789-29d456142ce4.jpg,2,5,TRUE,Black,top
cf70fd6f-0889-4444-8987-293f928950a1.jpg,4,5,FALSE,Green,top
c709f835-5e2f-461b-a331-98c7d8a396af.jpg,5,5,FALSE,Blue,bottom
cbcbab6a-f50c-45de-bed9-388fd2c53452.jpg,3,4,FALSE,Black,top
1886d3c3-5633-4172-9d47-5d8243a0001f.jpg,5,3,FALSE,Red,top
3225ec59-cb55-453c-9e10-6745ccdaf6ac.jpg,3,5,TRUE,Blue,top
62f3006c-f7e9-487a-85b6-d76b5b63855a.jpg,2,5,TRUE,White,top
f07ae908-cb05-4413-b12c-29b41cf0f927.jpg,3,4,FALSE,Pink,top
bb53bb6c-d0f5-43a2-b170-fddd8908c7c6.jpg,4,4,FALSE,Gray,bottom
ca72bb0f-bd87-4111-a4b9-d56b4d4e8d1c.jpg,3,4,TRUE,White,bottom
c3be4791-1f6b-4756-9b02-75e620f86fca.jpg,4,5,FALSE,Black,top
1d173765-848c-481a-987f-85e5a5980c33.jpg,5,5,FALSE,White,top
0bacdabd-469f-49fa-ae31-26c5d8b60f97.jpg,5,5,FALSE,Blue,top
539faf4b-1d95-49f8-8b8b-06932e6f97d1.jpg,5,4,FALSE,Pink,top
e4820d7b-088f-4106-ae73-d0bf15832d87.jpg,3,4,FALSE,Green,top
71d16630-5ce8-4c5a-ad64-c1e96b9b540b.jpg,2,5,TRUE,Red,top
62b8487d-611a-469e-bfa5-ed986274334f.jpg,1,2,FALSE,Gray,bottom
90f89b58-3341-413a-8650-d025cee44345.jpg,3,3,FALSE,Pink,top
5c5a58f5-a860-46cf-a3ca-dc1f4decefb7.jpg,3,3,FALSE,Black,bottom
8fc99dd3-e9de-4039-a8b0-e267c0cf32a5.jpg,3,5,FALSE,Blue,bottom
500d68b0-7851-43e8-8d64-f7bcbd710381.jpg,2,4,TRUE,Blue,top
6207340a-b6f8-4a59-b14e-43f5f32fa6b0.jpg,2,2,FALSE,Black,top
6c4e7201-2999-480d-a527-9e2cbc1a34d9.jpg,4,5,TRUE,Black,bottom
6ff415c0-e7ec-43db-a12a-af3407eff1b3.jpg,2,4,TRUE,Black,top
9142a646-7ca7-48b8-b554-e0cdf74a45b6.jpg,5,5,FALSE,Blue,bottom
b3edcd89-b4b5-416c-b17a-84340adafb50.jpg,5,5,FALSE,Purple,top
3383c8e5-0893-408c-980b-2cbe2d2fc1dd.jpg,2,3,FALSE,White,top
79087108-86de-434a-9aa2-810846e0dc18.jpg,2,1,TRUE,White,top
a9a0f2eb-a845-4e65-9415-760d3c9faa36.jpg,2,2,FALSE,Black,bottom
f45266e1-5910-4724-9740-f689d228ac67.jpg,4,5,TRUE,Blue,top
a6269761-55a7-4ecc-b751-ebccdffb4ab0.jpg,2,4,FALSE,Gray,top
3d86e5f0-064d-4b3c-8cdf-148cf448e539.jpg,4,4,TRUE,Pink,top
26b1480a-9314-4af1-b6a8-8c29fa8ac179.jpg,4,5,FALSE,Red,top
a81bd69e-7a8c-446f-a99d-0e9e2b4a5f6f.jpg,5,5,FALSE,Blue,top
ea7f415c-11b8-4ac6-a65c-8fbd25c65e99.jpg,3,4,TRUE,Brown,top
9f4a1503-96a8-48e7-aa58-d99d56e53067.jpg,5,5,TRUE,Red,bottom
cd6b96c3-5df3-4c89-bf78-647e06fc1528.jpg,3,3,FALSE,Blue,top
49801c4a-4f93-4028-a5e5-fc39214bbca5.jpg,3,4,TRUE,White,top
ce1fae48-26ea-4759-b95b-94f5d35d097a.jpg,3,3,FALSE,White,top
18bcdc71-53d4-46c5-998c-b9da85ccb499.jpg,4,4,TRUE,White,top
3b43a23d-d0a2-4a58-84f7-402295e71480.jpg,1,5,FALSE,Blue,top
986f9d6a-ada5-4aa1-a11a-deb7a844ac5f.jpg,5,5,FALSE,White,top
1db10441-9fa6-4ee4-a3ce-5967fa35ec8b.jpg,3,3,TRUE,Blue,top
8d122ecb-7152-4c9c-a693-93e0e6085955.jpg,2,5,TRUE,Blue,bottom
9a971d54-f989-41e8-b743-5937b1175397.jpg,2,5,FALSE,Blue,top
50971fc7-5962-46bd-a55b-b8f0acec200a.jpg,5,5,FALSE,Black,bottom
55b55b42-9a8f-4e5f-953f-e244454305a0.jpg,1,4,FALSE,Black,top
2aa331ae-4942-4aa3-bad2-9b6c12a428ef.jpg,2,4,TRUE,Black,top
69341fad-0218-4dbf-92c9-8cf8a1605b5d.jpg,3,4,TRUE,Purple,top
72071f20-b58d-4507-b180-a70342434819.jpg,4,5,FALSE,Orange,top
680a23cc-2513-473a-ae97-5a5a5cc6ce78.jpg,1,5,TRUE,White,top
a433c487-4ce5-4fb0-932e-77b3b1690dda.jpg,3,5,FALSE,White,top
aeeabf11-560b-45ba-ac17-62e2d90721d8.jpg,2,3,TRUE,White,top
fe886c74-a1fc-4701-ae21-6c862de83b5f.jpg,3,3,TRUE,Gray,top
e690e939-ece5-471a-8f4d-a4b1a5ba8e31.jpg,3,4,FALSE,Gray,top
17506de1-0b73-46f6-a7ee-249a3f4e68a4.jpg,1,3,TRUE,Black,bottom
cd5dfd2b-7ddd-41c5-b899-d5f7c814b4f2.jpg,3,5,TRUE,Black,bottom
c605bc66-7115-4496-ae3f-8dc16488ec8a.jpg,5,5,FALSE,White,top
82c76981-aa0e-49a2-a595-25e50e8f3d47.jpg,3,5,TRUE,Pink,top
14c4946c-f1b3-4fd3-9491-9b53765604ba.jpg,3,5,TRUE,Blue,top
75998c42-d2d9-4cae-9197-20364f1e4f29.jpg,5,5,FALSE,Black,top
267f8917-76b6-4d7a-86e5-50a92988f621.jpg,5,5,TRUE,Blue,bottom
c829ace6-f25a-468e-9c6a-4a34d3d306d6.jpg,2,5,FALSE,White,top
258097b5-44df-4960-b4c6-e908f8f20a30.jpg,5,5,FALSE,White,top
d3de7732-aa44-4f3e-bb20-c3bcea57a87f.jpg,3,3,FALSE,Black,top
eb342876-add4-4b5a-baf1-8edb6220efa5.jpg,5,5,FALSE,Red,top
72e4d89b-a59e-4d33-9fa8-6418836bbff9.jpg,1,5,TRUE,Orange,bottom
001447fe-582f-44e8-b27b-e097e2c39915.jpg,4,4,FALSE,Red,bottom
d6ea2509-5eaf-4981-bfcf-40cc61dbccc6.jpg,3,3,TRUE,White,bottom
fff3312d-b02e-4bca-a6c0-2e4530db3694.jpg,3,5,TRUE,White,top
612f2e2e-bd91-4300-ab03-52019228dfe6.jpg,4,5,FALSE,White,top
4bd77965-42ab-4eee-b34c-14d2bcef9830.jpg,4,5,FALSE,Orange,top
60201b6d-f42f-4d87-a609-f94ca5c709b4.jpg,4,4,FALSE,Black,top
66ff807f-120b-43be-9389-59f38d4285d2.jpg,5,5,FALSE,Blue,top
51ca0fe7-e760-47ae-9e94-02f4029e2897.jpg,3,4,TRUE,Black,top
54bd0f3b-5341-444f-9fc4-a7fa8ff68323.jpg,3,5,FALSE,Blue,bottom
f46b329c-6cc7-473e-9348-515a41b5f5c9.jpg,1,5,FALSE,Blue,bottom
ccc1f3ef-51a5-4c4f-a061-714047b267ea.jpg,3,4,FALSE,White,bottom
9ccc5ae2-84b7-4adb-9254-b26adf81eb9c.jpg,5,5,TRUE,Black,top
b03fada1-8e6e-4ce7-a085-11b1b0638521.jpg,5,5,FALSE,Yellow,bottom
2ed0f614-9bb8-4f7a-9c38-427fb9370e35.jpg,5,5,FALSE,Pink,top
4b0d688f-c3f2-414b-b22e-67d65d80a68e.jpg,5,5,FALSE,Blue,bottom
8be79b13-c3a6-4ce3-a399-0d0baa2d5c0e.jpg,3,3,FALSE,Black,bottom
0aac4069-1298-486f-bf74-d8aec0dd78e0.jpg,5,5,FALSE,Purple,top
295ff7ea-43c2-468c-99a8-5ea7f2ab4d3f.jpg,2,5,TRUE,Gray,top
e8d2b2a8-8021-4282-8efc-9b47557596dc.jpg,2,1,FALSE,Black,top
833e0747-f1b0-46c0-9f72-52e656298323.jpg,4,5,FALSE,Green,top
46e8c85a-d167-4b23-98af-4a883bddb969.jpg,3,3,FALSE,Blue,bottom
b71bc20e-69ea-43b0-93dc-4051db965a5f.jpg,5,5,FALSE,Black,top
71426da9-65e1-48eb-9ac7-b42f6bd402b0.jpg,4,5,FALSE,White,top
093af69f-955f-4ad2-897c-863cfc044d45.jpg,2,1,FALSE,Red,top
50f27339-d880-4e68-978f-38100f2955c4.jpg,2,5,TRUE,White,top
ab506ac9-8ff6-4b44-870a-949964b0f065.jpg,2,4,TRUE,Pink,top
fbc790d6-c59d-472d-83a1-63fa82e39867.jpg,4,4,TRUE,Blue,top
80def2dd-e691-45e4-89f2-cc8a11f91765.jpg,5,5,FALSE,Red,top
ddbf9f84-d441-44c5-9436-dbdd941f2348.jpg,4,4,FALSE,Black,bottom
cb79ec3e-8232-4d3c-9be5-e0f0d3932fcf.jpg,3,3,FALSE,Black,top
5dde8580-2595-4e38-a1cf-4f45bc9c9abc.jpg,3,5,TRUE,Pink,top
df2866d0-40dd-42e3-9dd7-632e9ddb0ed2.jpg,4,3,FALSE,Green,top
5e88cd5a-6c95-42c3-99e6-b724b22bdc06.jpg,3,5,FALSE,White,top
f43cded7-aa65-4f81-a1be-c9ff324bf74a.jpg,3,5,FALSE,Yellow,top
c44a6efd-9397-4408-a24f-4349d9e38f6e.jpg,4,5,FALSE,Blue,top
7d9e6348-1616-4977-ab78-e01de52a1d6b.jpg,3,4,FALSE,Gray,bottom
91af2918-3564-4c70-a485-ed11ca4ba83e.jpg,5,5,FALSE,Blue,top
a0e85387-d4c1-492b-ab4e-5330066f6b0c.jpg,2,3,TRUE,Brown,top
bdcaac96-a0ea-4eaf-bdd9-ea32bf14940a.jpg,3,5,FALSE,White,top
431d8947-249e-4372-be6d-8c2b37eb9b49.jpg,5,5,FALSE,Blue,top
985e083b-d5a8-455c-9cb3-9b502a731106.jpg,4,5,TRUE,Black,bottom
99ea642f-87f5-4455-baed-a854a1bc9a96.jpg,2,2,FALSE,Green,bottom
